,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,LABEL
29935,29936,2016,7,30,7,100.0,100.0,2.0,29.0,2200.0,45.0,26.6,999.3,25.0,0.0,ESE,1.6,Changping,GOOD
29936,29937,2016,7,30,8,123.0,123.0,2.0,29.0,2600.0,44.0,27.0,1000.0,25.2,0.0,E,1.7,Changping,LIGHTLY_POLLUTED
29937,29938,2016,7,30,9,144.0,144.0,2.0,32.0,2600.0,54.0,27.8,999.7,24.8,0.0,SE,1.5,Changping,LIGHTLY_POLLUTED
29938,29939,2016,7,30,10,144.0,144.0,2.0,32.0,2600.0,54.0,27.9,1000.4,24.7,0.0,S,1.5,Changping,LIGHTLY_POLLUTED
29939,29940,2016,7,30,11,135.0,135.0,2.0,22.0,2700.0,70.0,28.8,1000.1,25.0,0.0,SE,1.9,Changping,LIGHTLY_POLLUTED
29940,29941,2016,7,30,12,163.0,163.0,2.0,30.0,2600.0,83.0,27.9,999.7,25.1,0.0,SSE,1.9,Changping,LIGHTLY_POLLUTED
29941,29942,2016,7,30,13,181.0,181.0,2.0,33.0,2800.0,59.0,28.3,999.6,25.5,0.0,ENE,1.5,Changping,LIGHTLY_POLLUTED
29942,29943,2016,7,30,14,181.0,181.0,2.0,30.0,2700.0,76.0,28.5,998.9,25.5,0.0,WSW,1.0,Changping,LIGHTLY_POLLUTED
29943,29944,2016,7,30,15,188.0,188.0,2.0,39.0,2800.0,68.0,28.4,997.0,25.8,0.0,NNE,1.3,Changping,LIGHTLY_POLLUTED
29944,29945,2016,7,30,16,185.0,185.0,2.0,98.0,2600.0,76.0,28.6,997.4,25.8,0.0,ENE,1.3,Changping,LIGHTLY_POLLUTED
29945,29946,2016,7,30,17,169.0,169.0,2.0,98.0,2200.0,98.0,28.4,998.1,23.1,0.0,SE,2.5,Changping,LIGHTLY_POLLUTED
29946,29947,2016,7,30,18,41.0,41.0,2.0,45.0,1000.0,123.0,27.3,998.9,21.3,0.0,SE,2.5,Changping,GOOD
29947,29948,2016,7,30,19,23.0,23.0,2.0,38.0,700.0,117.0,26.9,999.3,21.0,0.0,SW,1.8,Changping,EXCELLENT
29948,29949,2016,7,30,20,28.0,35.0,2.0,73.0,900.0,62.0,25.7,998.8,21.8,0.0,S,1.0,Changping,EXCELLENT
29949,29950,2016,7,30,21,36.0,72.0,2.0,88.0,1000.0,28.0,25.6,1000.5,21.9,0.0,SSE,1.3,Changping,GOOD
29950,29951,2016,7,30,22,31.0,35.0,2.0,54.0,800.0,71.0,25.4,1000.1,21.7,0.0,E,1.7,Changping,GOOD
29951,29952,2016,7,30,23,30.0,32.0,2.0,37.0,800.0,79.0,25.4,1001.0,21.9,0.0,S,1.4,Changping,EXCELLENT
29952,29953,2016,7,31,0,26.0,39.0,2.0,47.0,800.0,64.0,25.2,1001.2,21.9,0.0,E,1.5,Changping,EXCELLENT
29953,29954,2016,7,31,1,40.0,46.0,2.0,44.0,900.0,55.0,24.9,1000.3,22.4,0.0,E,2.4,Changping,GOOD
29954,29955,2016,7,31,2,41.0,41.0,2.0,29.0,900.0,84.0,24.5,999.6,22.0,0.0,E,0.9,Changping,GOOD
29955,29956,2016,7,31,3,32.0,32.0,2.0,23.0,900.0,82.0,24.5,999.2,21.6,0.0,NW,0.7,Changping,EXCELLENT
29956,29957,2016,7,31,4,38.0,38.0,2.0,45.0,900.0,47.0,24.2,999.1,21.9,0.0,NE,0.8,Changping,GOOD
29957,29958,2016,7,31,5,39.0,40.0,2.0,27.0,900.0,60.0,24.3,1000.4,21.4,0.0,SSE,1.5,Changping,EXCELLENT
29958,29959,2016,7,31,6,48.0,48.0,2.0,49.0,1100.0,42.0,23.5,1000.8,21.9,1.6,SE,1.4,Changping,GOOD
29959,29960,2016,7,31,7,51.0,51.0,2.0,55.0,1200.0,24.0,23.2,1001.3,22.0,0.7,E,1.2,Changping,GOOD
29960,29961,2016,7,31,8,39.0,39.0,2.0,37.0,1000.0,40.0,23.2,1002.1,22.0,0.1,WNW,1.2,Changping,EXCELLENT
29961,29962,2016,7,31,9,38.0,38.0,2.0,39.0,1000.0,46.0,24.0,1001.9,22.6,0.0,NW,1.4,Changping,EXCELLENT
29962,29963,2016,7,31,10,44.0,44.0,2.0,44.0,1100.0,48.0,24.7,1001.2,22.8,0.2,WNW,1.2,Changping,GOOD
29963,29964,2016,7,31,11,41.0,41.0,2.0,29.0,1000.0,61.0,26.7,1000.7,22.8,0.0,NNE,1.0,Changping,EXCELLENT
29964,29965,2016,7,31,12,41.0,41.0,2.0,22.0,1000.0,91.0,28.0,1000.2,22.7,0.0,E,1.4,Changping,GOOD
29965,29966,2016,7,31,13,32.0,32.0,2.0,11.0,900.0,124.0,28.6,999.9,22.4,0.1,SE,1.8,Changping,GOOD
29966,29967,2016,7,31,14,33.0,33.0,2.0,14.0,1100.0,140.0,27.8,999.7,22.5,0.0,ESE,2.5,Changping,GOOD
29967,29968,2016,7,31,15,49.0,49.0,2.0,17.0,1300.0,142.0,27.7,999.4,22.9,0.0,E,3.0,Changping,GOOD
29968,29969,2016,7,31,16,41.0,41.0,2.0,14.0,1100.0,135.0,27.3,999.4,22.9,0.0,ESE,2.3,Changping,GOOD
29969,29970,2016,7,31,17,27.0,27.0,2.0,16.0,900.0,119.0,27.0,999.0,23.0,0.0,S,1.7,Changping,EXCELLENT
29970,29971,2016,7,31,18,25.0,25.0,2.0,25.0,900.0,103.0,26.8,999.1,22.8,0.0,SW,0.6,Changping,EXCELLENT
29971,29972,2016,7,31,19,28.0,30.0,2.0,26.0,900.0,72.0,26.6,999.4,23.1,0.0,WNW,0.7,Changping,EXCELLENT
29972,29973,2016,7,31,20,35.0,43.0,2.0,35.0,1000.0,62.0,26.5,1000.1,23.2,0.0,WNW,1.1,Changping,EXCELLENT
29973,29974,2016,7,31,21,50.0,61.0,2.0,45.0,1200.0,51.0,26.2,1000.2,23.5,0.0,WNW,0.6,Changping,GOOD
29974,29975,2016,7,31,22,51.0,67.0,2.0,72.0,1200.0,26.0,26.2,1000.9,23.5,0.0,NNW,1.3,Changping,GOOD
29975,29976,2016,7,31,23,53.0,53.0,2.0,78.0,1200.0,14.0,26.1,1000.9,23.6,0.0,N,1.2,Changping,GOOD
29976,29977,2016,8,1,0,56.0,56.0,2.0,40.0,1100.0,35.0,25.9,1000.4,23.2,0.0,N,1.6,Changping,GOOD
29977,29978,2016,8,1,1,36.0,36.0,2.0,25.0,1800.0,22.0,25.8,1000.4,23.3,0.0,W,1.1,Changping,EXCELLENT
29978,29979,2016,8,1,2,40.0,40.0,19.0,20.0,600.0,36.0,25.4,1000.0,22.9,0.0,W,1.2,Changping,EXCELLENT
29979,29980,2016,8,1,3,48.0,48.0,2.0,24.0,700.0,34.0,25.4,999.9,23.1,0.0,WNW,0.8,Changping,EXCELLENT
29980,29981,2016,8,1,4,44.0,44.0,2.0,29.0,600.0,15.0,25.3,999.8,23.4,0.0,W,0.3,Changping,EXCELLENT
29981,29982,2016,8,1,5,42.0,55.0,2.0,76.0,800.0,4.0,25.3,999.9,23.4,0.0,NNW,1.1,Changping,GOOD
29982,29983,2016,8,1,6,58.0,66.0,2.0,83.0,1100.0,2.0,25.5,1000.4,23.2,0.0,N,0.5,Changping,GOOD
29983,29984,2016,8,1,7,62.0,64.0,2.0,50.0,1200.0,21.0,25.2,1000.7,23.3,0.0,ESE,0.6,Changping,GOOD
29984,29985,2016,8,1,8,57.0,57.0,2.0,29.0,1200.0,30.0,25.5,1001.1,23.6,0.0,N,1.0,Changping,GOOD
29985,29986,2016,8,1,9,54.0,58.0,2.0,25.0,1200.0,57.0,26.6,1001.1,24.1,0.0,WNW,1.1,Changping,GOOD
29986,29987,2016,8,1,10,82.0,87.0,2.0,32.0,1300.0,103.0,28.9,1001.1,24.0,0.0,WSW,1.9,Changping,GOOD
29987,29988,2016,8,1,11,76.0,89.0,2.0,23.0,1300.0,115.0,29.7,1000.9,23.4,0.0,W,1.3,Changping,GOOD
29988,29989,2016,8,1,12,72.0,78.0,2.0,19.0,1200.0,142.0,30.7,1000.9,23.1,0.0,S,1.5,Changping,GOOD
29989,29990,2016,8,1,13,48.0,48.0,2.0,10.0,1000.0,150.0,32.3,1000.6,23.3,0.0,SSW,2.2,Changping,GOOD
29990,29991,2016,8,1,14,43.0,57.0,2.0,11.0,1000.0,170.0,32.3,1000.1,23.5,0.0,ESE,1.7,Changping,GOOD
29991,29992,2016,8,1,15,39.0,39.0,2.0,11.0,1000.0,162.0,32.4,999.2,22.8,0.0,ESE,2.1,Changping,GOOD
29992,29993,2016,8,1,16,42.0,56.0,2.0,12.0,1000.0,183.0,32.6,998.8,22.7,0.0,SSE,1.1,Changping,GOOD
29993,29994,2016,8,1,17,46.0,59.0,2.0,13.0,1100.0,202.0,32.3,998.5,23.0,0.0,ESE,1.8,Changping,GOOD
29994,29995,2016,8,1,18,49.0,57.0,2.0,16.0,1200.0,196.0,31.8,998.2,22.5,0.0,ESE,2.0,Changping,GOOD
29995,29996,2016,8,1,19,50.0,65.0,2.0,22.0,1400.0,191.0,30.9,999.1,22.8,0.0,SE,2.3,Changping,GOOD
29996,29997,2016,8,1,20,51.0,74.0,2.0,25.0,1500.0,151.0,29.9,999.8,23.4,0.0,ENE,1.5,Changping,GOOD
29997,29998,2016,8,1,21,47.0,77.0,2.0,26.0,1600.0,126.0,28.9,1000.8,23.6,0.0,NNE,1.0,Changping,GOOD
29998,29999,2016,8,1,22,56.0,70.0,2.0,21.0,1500.0,104.0,27.6,1001.1,23.8,0.0,N,1.6,Changping,GOOD
29999,30000,2016,8,1,23,55.0,63.0,2.0,17.0,1400.0,97.0,27.0,1001.2,23.5,0.0,NNW,0.8,Changping,GOOD
30000,30001,2016,8,2,0,56.0,56.0,2.0,12.0,1300.0,95.0,26.6,1001.1,23.3,0.0,W,1.0,Changping,GOOD
30001,30002,2016,8,2,1,58.0,58.0,2.0,19.0,1300.0,80.0,25.5,1000.8,23.0,0.0,NNW,1.2,Changping,GOOD
30002,30003,2016,8,2,2,60.0,60.0,2.0,26.0,1400.0,55.0,25.6,1000.9,23.1,0.0,ENE,0.5,Changping,GOOD
30003,30004,2016,8,2,3,57.0,57.0,2.0,14.0,1300.0,72.0,25.0,1000.9,22.9,0.0,NNW,1.5,Changping,GOOD
30004,30005,2016,8,2,4,59.0,59.0,2.0,18.0,1400.0,59.0,24.6,1000.7,22.5,0.0,NNW,0.6,Changping,GOOD
30005,30006,2016,8,2,5,60.0,60.0,2.0,30.0,1400.0,44.0,24.1,1000.9,22.5,0.0,NW,1.2,Changping,GOOD
30006,30007,2016,8,2,6,58.0,61.0,2.0,33.0,1400.0,31.0,24.3,1001.3,22.2,0.0,N,0.9,Changping,GOOD
30007,30008,2016,8,2,7,42.0,42.0,2.0,28.0,1300.0,38.0,26.5,1001.4,21.9,0.0,NNE,0.4,Changping,EXCELLENT
30008,30009,2016,8,2,8,23.0,27.0,2.0,18.0,800.0,59.0,28.1,1001.8,21.9,0.0,NNW,0.8,Changping,EXCELLENT
30009,30010,2016,8,2,9,22.0,38.0,2.0,17.0,700.0,64.0,30.1,1001.7,21.7,0.0,NW,1.0,Changping,EXCELLENT
30010,30011,2016,8,2,10,27.0,45.0,2.0,14.0,800.0,94.0,32.6,1001.7,21.1,0.0,SE,1.4,Changping,EXCELLENT
30011,30012,2016,8,2,11,32.0,61.0,2.0,17.0,900.0,121.0,32.1,1001.4,21.6,0.0,ESE,2.7,Changping,GOOD
30012,30013,2016,8,2,12,24.0,28.0,2.0,10.0,600.0,129.0,32.5,1001.2,22.0,0.0,SSE,3.6,Changping,GOOD
30013,30014,2016,8,2,13,20.0,20.0,2.0,8.0,500.0,128.0,33.4,1000.9,21.2,0.0,SSE,2.0,Changping,GOOD
30014,30015,2016,8,2,14,14.0,19.0,2.0,6.0,500.0,133.0,33.8,1000.3,21.6,0.0,SSE,1.3,Changping,EXCELLENT
30015,30016,2016,8,2,15,17.0,17.0,2.0,7.0,500.0,136.0,33.8,999.8,20.6,0.0,SSE,2.1,Changping,EXCELLENT
30016,30017,2016,8,2,16,15.0,24.0,2.0,7.0,500.0,125.0,34.3,999.5,21.4,0.0,SSW,1.4,Changping,GOOD
30017,30018,2016,8,2,17,20.0,20.0,2.0,7.0,600.0,127.0,34.2,998.9,20.9,0.0,SSW,1.3,Changping,GOOD
30018,30019,2016,8,2,18,18.0,19.0,2.0,8.0,600.0,132.0,33.8,998.8,20.6,0.0,SW,1.5,Changping,EXCELLENT
30019,30020,2016,8,2,19,15.0,27.0,2.0,13.0,600.0,133.0,32.6,999.2,20.5,0.0,ESE,1.4,Changping,GOOD
30020,30021,2016,8,2,20,12.0,26.0,2.0,18.0,600.0,123.0,30.1,999.6,22.8,0.0,N,1.7,Changping,EXCELLENT
30021,30022,2016,8,2,21,20.0,62.0,2.0,24.0,800.0,76.0,29.1,1000.5,22.8,0.0,SW,1.1,Changping,GOOD
30022,30023,2016,8,2,22,25.0,54.0,2.0,47.0,800.0,40.0,27.1,1001.0,22.5,0.0,N,2.2,Changping,GOOD
30023,30024,2016,8,2,23,23.0,34.0,2.0,19.0,700.0,60.0,26.9,1001.3,21.9,0.0,NNW,1.0,Changping,EXCELLENT
30024,30025,2016,8,3,0,18.0,27.0,2.0,13.0,700.0,68.0,26.4,1001.4,21.6,0.0,NNW,1.1,Changping,EXCELLENT
30025,30026,2016,8,3,1,23.0,32.0,2.0,12.0,1500.0,55.0,26.0,1001.3,21.7,0.0,NW,1.1,Changping,EXCELLENT
30026,30027,2016,8,3,2,26.0,35.0,19.0,19.0,500.0,31.0,25.5,1001.4,21.8,0.0,N,1.6,Changping,EXCELLENT
30027,30028,2016,8,3,3,23.0,36.0,2.0,10.0,500.0,35.0,24.9,1001.1,21.8,0.0,NNE,0.7,Changping,EXCELLENT
30028,30029,2016,8,3,4,25.0,35.0,2.0,22.0,500.0,26.0,24.2,1001.0,21.7,0.0,NNW,1.7,Changping,EXCELLENT
30029,30030,2016,8,3,5,26.0,37.0,2.0,19.0,600.0,40.0,24.9,1001.1,21.2,0.0,NNW,0.6,Changping,EXCELLENT
30030,30031,2016,8,3,6,23.0,42.0,2.0,16.0,800.0,51.0,24.3,1001.6,21.6,0.0,NNE,0.8,Changping,EXCELLENT
30031,30032,2016,8,3,7,24.0,45.0,2.0,32.0,900.0,39.0,25.9,1001.6,21.6,0.0,WNW,0.3,Changping,EXCELLENT
30032,30033,2016,8,3,8,20.0,44.0,2.0,50.0,800.0,35.0,27.8,1001.6,21.8,0.0,W,1.0,Changping,EXCELLENT
30033,30034,2016,8,3,9,26.0,65.0,2.0,45.0,800.0,49.0,28.8,1001.9,22.1,0.0,WSW,1.0,Changping,GOOD
30034,30035,2016,8,3,10,28.0,66.0,2.0,35.0,800.0,78.0,30.7,1001.8,22.8,0.0,WSW,1.6,Changping,GOOD
30035,30036,2016,8,3,11,27.0,69.0,2.0,29.0,800.0,117.0,32.2,1001.4,22.9,0.0,SSW,1.8,Changping,GOOD
30036,30037,2016,8,3,12,28.0,63.0,2.0,21.0,700.0,148.0,33.5,1001.0,23.5,0.0,SSW,1.9,Changping,GOOD
30037,30038,2016,8,3,13,23.0,35.0,2.0,13.0,700.0,176.0,34.2,1000.5,22.3,0.0,SE,2.0,Changping,GOOD
30038,30039,2016,8,3,14,24.0,28.0,2.0,9.0,700.0,160.0,35.1,1000.2,21.0,0.0,ESE,2.0,Changping,GOOD
30039,30040,2016,8,3,15,24.0,30.0,2.0,8.0,600.0,157.0,35.1,999.9,20.6,0.0,SE,2.4,Changping,GOOD
30040,30041,2016,8,3,16,21.0,30.0,2.0,8.0,600.0,155.0,34.5,999.7,20.1,0.0,ESE,2.1,Changping,GOOD
30041,30042,2016,8,3,17,18.0,29.0,2.0,9.0,600.0,148.0,35.1,999.3,19.5,0.0,E,1.7,Changping,GOOD
30042,30043,2016,8,3,18,23.0,35.0,2.0,12.0,700.0,156.0,34.8,998.9,20.4,0.0,NNE,1.7,Changping,GOOD
30043,30044,2016,8,3,19,31.0,44.0,2.0,15.0,700.0,150.0,33.3,999.1,21.1,0.0,NNE,1.0,Changping,GOOD
30044,30045,2016,8,3,20,32.0,50.0,2.0,21.0,800.0,152.0,31.5,999.6,22.8,0.0,ENE,2.2,Changping,GOOD
30045,30046,2016,8,3,21,35.0,82.0,2.0,31.0,900.0,134.0,29.5,1000.2,23.2,0.0,NNW,1.8,Changping,GOOD
30046,30047,2016,8,3,22,37.0,68.0,2.0,32.0,900.0,94.0,29.4,1000.7,22.4,0.0,NNE,1.1,Changping,GOOD
30047,30048,2016,8,3,23,30.0,46.0,2.0,22.0,800.0,82.0,28.5,1001.0,22.3,0.0,N,1.3,Changping,EXCELLENT
30048,30049,2016,8,4,0,28.0,40.0,2.0,14.0,700.0,90.0,27.8,1001.2,22.3,0.0,NW,1.4,Changping,EXCELLENT
30049,30050,2016,8,4,1,26.0,42.0,2.0,13.0,700.0,87.0,27.0,1001.2,22.4,0.0,NW,1.6,Changping,EXCELLENT
30050,30051,2016,8,4,2,32.0,46.0,2.0,18.0,800.0,72.0,26.2,1001.1,22.5,0.0,N,1.5,Changping,EXCELLENT
30051,30052,2016,8,4,3,34.0,47.0,2.0,14.0,800.0,77.0,26.1,1001.0,22.4,0.0,NNW,1.2,Changping,EXCELLENT
30052,30053,2016,8,4,4,36.0,55.0,2.0,21.0,900.0,59.0,25.3,1001.1,22.6,0.0,N,0.8,Changping,GOOD
30053,30054,2016,8,4,5,37.0,60.0,2.0,24.0,800.0,45.0,25.6,1001.6,22.7,0.0,N,0.9,Changping,GOOD
30054,30055,2016,8,4,6,44.0,60.0,2.0,23.0,900.0,51.0,25.2,1002.0,22.5,0.0,NNW,1.6,Changping,GOOD
30055,30056,2016,8,4,7,48.0,70.0,2.0,31.0,1000.0,39.0,25.7,1002.0,22.8,0.0,N,1.6,Changping,GOOD
30056,30057,2016,8,4,8,55.0,77.0,2.0,64.0,1000.0,31.0,27.6,1002.1,23.2,0.0,NNW,1.1,Changping,GOOD
30057,30058,2016,8,4,9,55.0,89.0,2.0,52.0,1000.0,65.0,29.6,1002.0,23.1,0.0,NE,1.0,Changping,GOOD
30058,30059,2016,8,4,10,62.0,110.0,2.0,53.0,1100.0,86.0,30.4,1001.7,23.6,0.0,SSE,2.4,Changping,LIGHTLY_POLLUTED
30059,30060,2016,8,4,11,83.0,124.0,2.0,24.0,1200.0,151.0,31.2,1001.3,24.1,0.0,SE,1.6,Changping,LIGHTLY_POLLUTED
30060,30061,2016,8,4,12,96.0,113.0,2.0,16.0,1400.0,190.0,32.2,1000.6,25.0,0.0,SSW,1.7,Changping,LIGHTLY_POLLUTED
30061,30062,2016,8,4,13,95.0,104.0,2.0,16.0,1400.0,219.0,33.0,1000.1,24.2,0.0,S,2.2,Changping,LIGHTLY_POLLUTED
30062,30063,2016,8,4,14,83.0,87.0,2.0,15.0,1400.0,243.0,33.5,999.5,23.8,0.0,SSE,2.0,Changping,LIGHTLY_POLLUTED
30063,30064,2016,8,4,15,82.0,96.0,2.0,17.0,1400.0,274.0,34.1,999.2,23.5,0.0,SE,1.9,Changping,LIGHTLY_POLLUTED
30064,30065,2016,8,4,16,90.0,128.0,2.0,23.0,1700.0,326.0,33.5,999.2,23.8,0.0,ESE,3.2,Changping,LIGHTLY_POLLUTED
30065,30066,2016,8,4,17,108.0,144.0,2.0,28.0,2100.0,303.0,32.8,999.2,24.3,0.0,SE,2.6,Changping,LIGHTLY_POLLUTED
30066,30067,2016,8,4,18,104.0,126.0,2.0,32.0,1900.0,249.0,32.1,999.2,24.2,0.0,ESE,1.9,Changping,LIGHTLY_POLLUTED
30067,30068,2016,8,4,19,100.0,128.0,2.0,37.0,1900.0,222.0,31.7,999.4,24.3,0.0,SE,2.0,Changping,LIGHTLY_POLLUTED
30068,30069,2016,8,4,20,93.0,129.0,2.0,42.0,1800.0,164.0,31.0,1000.1,24.4,0.0,SSE,2.8,Changping,LIGHTLY_POLLUTED
30069,30070,2016,8,4,21,94.0,130.0,2.0,37.0,1800.0,133.0,30.7,1000.9,24.4,0.0,ESE,2.2,Changping,LIGHTLY_POLLUTED
30070,30071,2016,8,4,22,100.0,132.0,2.0,33.0,1900.0,111.0,30.1,1001.0,24.5,0.0,ESE,2.2,Changping,LIGHTLY_POLLUTED
30071,30072,2016,8,4,23,118.0,137.0,2.0,30.0,2100.0,96.0,29.4,1001.3,24.5,0.0,SE,1.8,Changping,LIGHTLY_POLLUTED
30072,30073,2016,8,5,0,118.0,120.0,2.0,27.0,2000.0,84.0,28.8,1001.5,24.1,0.0,ESE,1.9,Changping,LIGHTLY_POLLUTED
30073,30074,2016,8,5,1,92.0,92.0,2.0,32.0,2200.0,51.0,28.5,1001.4,23.6,0.0,ESE,1.9,Changping,GOOD
30074,30075,2016,8,5,2,70.0,70.0,31.0,27.0,700.0,28.0,28.1,1001.1,23.2,0.0,ESE,1.8,Changping,GOOD
30075,30076,2016,8,5,3,47.0,47.0,11.0,13.0,600.0,43.0,27.7,1001.1,22.9,0.0,ESE,2.1,Changping,EXCELLENT
30076,30077,2016,8,5,4,54.0,60.0,3.0,25.0,500.0,21.0,27.3,1001.3,23.1,0.0,ESE,1.7,Changping,GOOD
30077,30078,2016,8,5,5,61.0,69.0,2.0,27.0,700.0,24.0,26.6,1001.5,23.7,0.0,ESE,2.5,Changping,GOOD
30078,30079,2016,8,5,6,63.0,64.0,2.0,28.0,800.0,21.0,26.5,1001.7,23.8,0.0,ESE,1.8,Changping,GOOD
30079,30080,2016,8,5,7,65.0,68.0,2.0,30.0,800.0,20.0,26.5,1001.9,23.8,0.0,ESE,2.1,Changping,GOOD
30080,30081,2016,8,5,8,69.0,79.0,2.0,30.0,900.0,26.0,27.2,1002.3,23.9,0.0,SE,1.5,Changping,GOOD
30081,30082,2016,8,5,9,73.0,73.0,2.0,24.0,900.0,43.0,28.6,1002.0,23.3,0.0,E,1.5,Changping,GOOD
30082,30083,2016,8,5,10,66.0,66.0,2.0,22.0,900.0,83.0,29.4,1001.9,23.8,0.0,SSW,1.2,Changping,GOOD
30083,30084,2016,8,5,11,58.0,59.0,2.0,20.0,1000.0,112.0,29.6,1001.4,23.5,0.0,SSW,1.4,Changping,GOOD
30084,30085,2016,8,5,12,64.0,67.0,2.0,18.0,1000.0,2.0,30.7,1001.1,23.4,0.0,S,1.6,Changping,GOOD
30085,30086,2016,8,5,13,62.0,62.0,2.0,15.0,1000.0,159.0,31.3,1000.6,22.9,0.0,SSE,2.0,Changping,GOOD
30086,30087,2016,8,5,14,53.0,53.0,2.0,14.0,1000.0,168.0,32.4,999.8,22.5,0.0,SSE,1.5,Changping,GOOD
30087,30088,2016,8,5,15,46.0,53.0,2.0,11.0,1000.0,178.0,32.4,999.2,22.5,0.0,ESE,1.7,Changping,GOOD
30088,30089,2016,8,5,16,40.0,40.0,2.0,11.0,800.0,168.0,32.7,998.8,21.6,0.0,ESE,2.1,Changping,GOOD
30089,30090,2016,8,5,17,43.0,60.0,2.0,11.0,800.0,180.0,32.6,998.8,21.5,0.0,S,1.9,Changping,GOOD
30090,30091,2016,8,5,18,46.0,73.0,2.0,16.0,800.0,201.0,32.2,998.6,22.0,0.0,SE,1.7,Changping,GOOD
30091,30092,2016,8,5,19,43.0,70.0,2.0,19.0,800.0,191.0,31.2,998.8,23.1,0.0,ESE,2.2,Changping,GOOD
30092,30093,2016,8,5,20,50.0,83.0,2.0,23.0,900.0,160.0,30.5,999.2,23.4,0.0,E,2.3,Changping,GOOD
30093,30094,2016,8,5,21,56.0,97.0,2.0,27.0,900.0,129.0,30.0,999.6,23.7,0.0,ESE,1.7,Changping,GOOD
30094,30095,2016,8,5,22,73.0,104.0,2.0,27.0,1000.0,111.0,29.3,999.4,24.2,0.0,E,2.0,Changping,GOOD
30095,30096,2016,8,5,23,94.0,108.0,2.0,22.0,1100.0,95.0,28.5,999.3,24.5,0.0,N,1.1,Changping,GOOD
30096,30097,2016,8,6,0,98.0,98.0,2.0,20.0,1100.0,77.0,27.5,999.1,23.9,0.0,N,1.4,Changping,GOOD
30097,30098,2016,8,6,1,80.0,80.0,2.0,17.0,1000.0,69.0,26.9,998.8,23.8,0.0,N,1.3,Changping,GOOD
30098,30099,2016,8,6,2,71.0,71.0,2.0,18.0,900.0,58.0,26.5,998.7,23.6,0.0,N,1.1,Changping,GOOD
30099,30100,2016,8,6,3,70.0,79.0,2.0,18.0,900.0,47.0,26.6,998.6,23.9,0.0,NE,0.9,Changping,GOOD
30100,30101,2016,8,6,4,103.0,105.0,2.0,25.0,900.0,35.0,26.3,998.5,23.8,0.0,NW,1.0,Changping,GOOD
30101,30102,2016,8,6,5,94.0,94.0,2.0,36.0,900.0,19.0,26.2,998.4,23.9,0.0,NNW,0.9,Changping,GOOD
30102,30103,2016,8,6,6,90.0,90.0,2.0,48.0,1000.0,10.0,26.2,998.6,24.1,0.0,NNW,0.6,Changping,GOOD
30103,30104,2016,8,6,7,84.0,116.0,2.0,69.0,1100.0,2.0,26.4,998.7,24.1,0.0,WSW,1.3,Changping,LIGHTLY_POLLUTED
30104,30105,2016,8,6,8,100.0,137.0,2.0,59.0,1100.0,10.0,27.3,998.5,24.6,0.0,SSE,1.2,Changping,LIGHTLY_POLLUTED
30105,30106,2016,8,6,9,109.0,125.0,2.0,31.0,1100.0,37.0,28.7,998.1,25.1,0.0,ESE,1.3,Changping,GOOD
30106,30107,2016,8,6,10,119.0,131.0,2.0,26.0,1100.0,77.0,29.5,997.8,25.0,0.0,ESE,2.0,Changping,LIGHTLY_POLLUTED
30107,30108,2016,8,6,11,121.0,121.0,2.0,23.0,1100.0,147.0,30.6,997.4,24.5,0.0,S,2.3,Changping,LIGHTLY_POLLUTED
30108,30109,2016,8,6,12,108.0,108.0,2.0,25.0,1100.0,180.0,32.3,997.1,24.4,0.0,S,2.5,Changping,LIGHTLY_POLLUTED
30109,30110,2016,8,6,13,100.0,100.0,2.0,27.0,1100.0,217.0,32.4,996.3,23.4,0.0,SSE,2.3,Changping,LIGHTLY_POLLUTED
30110,30111,2016,8,6,14,75.0,77.0,2.0,21.0,1000.0,209.0,33.8,995.3,23.5,0.0,SW,2.7,Changping,LIGHTLY_POLLUTED
30111,30112,2016,8,6,15,69.0,91.0,2.0,15.0,1000.0,201.0,33.5,994.7,24.4,0.0,S,2.7,Changping,LIGHTLY_POLLUTED
30112,30113,2016,8,6,16,78.0,103.0,2.0,17.0,1000.0,219.0,33.1,994.2,23.7,0.0,ESE,2.4,Changping,LIGHTLY_POLLUTED
30113,30114,2016,8,6,17,68.0,109.0,2.0,20.0,1100.0,195.0,32.9,994.1,24.7,0.0,SSE,2.5,Changping,LIGHTLY_POLLUTED
30114,30115,2016,8,6,18,86.0,122.0,2.0,24.0,1200.0,188.0,31.9,994.4,24.5,0.0,SSE,2.5,Changping,LIGHTLY_POLLUTED
30115,30116,2016,8,6,19,81.0,109.0,2.0,25.0,1100.0,170.0,31.3,994.9,24.4,0.0,S,2.1,Changping,LIGHTLY_POLLUTED
30116,30117,2016,8,6,20,91.0,132.0,2.0,32.0,1200.0,134.0,30.6,995.5,24.7,0.0,ENE,1.8,Changping,LIGHTLY_POLLUTED
30117,30118,2016,8,6,21,86.0,127.0,2.0,30.0,1200.0,113.0,29.6,996.9,20.5,0.0,N,4.1,Changping,LIGHTLY_POLLUTED
30118,30119,2016,8,6,22,22.0,22.0,2.0,9.0,600.0,111.0,23.5,997.3,21.9,3.6,N,1.1,Changping,EXCELLENT
30119,30120,2016,8,6,23,11.0,11.0,2.0,18.0,600.0,74.0,24.1,997.1,22.7,0.2,NW,1.4,Changping,EXCELLENT
